drill_id,name,urgency,duration_min,fatigue_cost,install_by_day
5869,Ball Security 3869,5,10,6,3
5870,Run Fits 3870,4,10,8,3
5871,Screen Defense 3871,5,8,2,5
5872,RPO Reads 3872,1,18,5,7
5873,Red Zone Passing 3873,3,20,8,5
5874,Run Fits 3874,1,20,7,1
5875,Two-Minute Drill 3875,1,20,7,4
5876,Pass Rush Moves 3876,3,8,8,6
5877,Run Fits 3877,5,12,2,1
5878,Coverage Shells 3878,1,18,1,3
5879,Pass Rush Moves 3879,5,10,7,4
5880,OL Zone Steps 3880,5,20,4,3
5881,Coverage Shells 3881,3,10,3,5
5882,Coverage Shells 3882,1,12,6,3
5883,Red Zone Passing 3883,2,12,4,3
5884,Ball Security 3884,5,12,7,4
5885,Two-Minute Drill 3885,4,15,1,7
5886,RPO Reads 3886,3,20,8,7
5887,DB Footwork 3887,4,18,3,5
5888,Red Zone Passing 3888,5,10,4,4
5889,Two-Minute Drill 3889,1,8,7,4
5890,Blitz Pickup 3890,5,10,1,3
5891,Red Zone Passing 3891,4,12,3,6
5892,Run Fits 3892,3,20,3,3
5893,Screen Defense 3893,3,15,7,4
5894,Special Teams Lane 3894,4,20,7,7
5895,Special Teams Lane 3895,5,18,9,1
5896,Pass Rush Moves 3896,1,20,3,4
5897,Blitz Pickup 3897,3,10,4,4
5898,Ball Security 3898,5,10,2,7
5899,Coverage Shells 3899,3,10,6,6
5900,Red Zone Passing 3900,4,20,3,7
5901,DB Footwork 3901,3,10,1,7
5902,Goal Line 3902,2,12,8,7
5903,Screen Defense 3903,2,10,10,3
5904,Special Teams Lane 3904,1,8,3,7
5905,Coverage Shells 3905,1,8,2,4
5906,Coverage Shells 3906,1,15,5,6
5907,Coverage Shells 3907,4,8,5,2
5908,OL Zone Steps 3908,2,12,2,1
5909,Blitz Pickup 3909,5,8,4,4
5910,Special Teams Lane 3910,1,8,2,6
5911,Run Fits 3911,2,20,3,6
5912,RPO Reads 3912,2,12,6,6
5913,Two-Minute Drill 3913,3,15,9,1
5914,Pass Rush Moves 3914,5,18,4,5
5915,Run Fits 3915,4,15,4,6
5916,Pass Rush Moves 3916,1,15,1,2
5917,Goal Line 3917,5,10,2,1
5918,Goal Line 3918,1,15,10,4
5919,DB Footwork 3919,5,8,4,3
5920,Tackling Form 3920,4,15,8,6
5921,Two-Minute Drill 3921,2,8,6,4
5922,Run Fits 3922,1,18,4,7
5923,RPO Reads 3923,5,8,4,7
5924,Special Teams Lane 3924,2,8,4,1
5925,Goal Line 3925,1,8,1,1
5926,Run Fits 3926,5,15,4,4
5927,Coverage Shells 3927,4,20,5,4
5928,Pass Rush Moves 3928,1,10,10,5
5929,Blitz Pickup 3929,5,20,2,2
5930,DB Footwork 3930,4,12,4,1
5931,Red Zone Passing 3931,2,12,5,3
5932,Two-Minute Drill 3932,4,18,7,5
5933,Two-Minute Drill 3933,3,20,8,5
5934,Special Teams Lane 3934,2,10,9,5
5935,Run Fits 3935,3,8,9,7
5936,Two-Minute Drill 3936,1,8,8,2
5937,Blitz Pickup 3937,1,10,9,6
5938,Pass Rush Moves 3938,3,18,4,1
5939,Ball Security 3939,3,8,6,6
5940,Red Zone Passing 3940,2,15,10,4
5941,Special Teams Lane 3941,3,12,6,3
5942,DB Footwork 3942,3,20,2,4
5943,Pass Rush Moves 3943,5,15,8,3
5944,Pass Rush Moves 3944,1,12,3,7
5945,Special Teams Lane 3945,2,15,10,5
5946,Two-Minute Drill 3946,2,18,7,2
5947,Special Teams Lane 3947,2,10,1,3
5948,Red Zone Passing 3948,3,10,10,1
5949,OL Zone Steps 3949,3,12,9,3
5950,Run Fits 3950,2,15,7,3
5951,OL Zone Steps 3951,5,12,8,2
5952,DB Footwork 3952,4,10,2,5
5953,Blitz Pickup 3953,4,15,9,6
5954,OL Zone Steps 3954,3,8,4,5
5955,Special Teams Lane 3955,1,18,8,1
5956,Ball Security 3956,4,10,9,6
5957,OL Zone Steps 3957,2,20,6,6
5958,Red Zone Passing 3958,3,12,7,5
5959,Pass Rush Moves 3959,4,20,2,5
5960,Pass Rush Moves 3960,5,15,2,7
5961,OL Zone Steps 3961,4,18,5,7
5962,Screen Defense 3962,4,15,10,4
5963,Two-Minute Drill 3963,2,12,5,5
5964,Pass Rush Moves 3964,3,20,1,4
5965,Two-Minute Drill 3965,2,8,10,2
5966,Screen Defense 3966,2,8,5,2
5967,Ball Security 3967,1,15,2,1
5968,Tackling Form 3968,3,10,1,6
5969,Coverage Shells 3969,5,20,2,5
5970,DB Footwork 3970,5,12,9,6
5971,Pass Rush Moves 3971,4,15,1,7
5972,Coverage Shells 3972,1,15,2,5
5973,Blitz Pickup 3973,2,20,3,1
5974,Blitz Pickup 3974,1,10,8,5
5975,Pass Rush Moves 3975,1,15,4,6
5976,Special Teams Lane 3976,3,12,8,4
5977,OL Zone Steps 3977,3,8,5,5
5978,Special Teams Lane 3978,5,18,9,6
5979,Blitz Pickup 3979,1,20,5,5
5980,Red Zone Passing 3980,1,15,5,6
5981,Blitz Pickup 3981,5,12,5,5
5982,Ball Security 3982,2,10,2,4
5983,DB Footwork 3983,1,8,2,5
5984,Coverage Shells 3984,2,18,4,1
5985,Special Teams Lane 3985,2,10,7,5
5986,Screen Defense 3986,2,10,8,6
5987,OL Zone Steps 3987,1,18,2,1
5988,Blitz Pickup 3988,4,15,7,3
5989,Pass Rush Moves 3989,4,8,10,4
5990,Goal Line 3990,1,10,2,4
5991,Coverage Shells 3991,5,8,7,6
5992,Pass Rush Moves 3992,2,18,2,5
5993,Tackling Form 3993,5,10,3,5
5994,Pass Rush Moves 3994,3,8,5,2
5995,OL Zone Steps 3995,5,18,8,6
5996,Blitz Pickup 3996,5,12,3,2
5997,Pass Rush Moves 3997,1,12,9,2
5998,Run Fits 3998,3,12,5,7
5999,Special Teams Lane 3999,3,20,1,5
6000,Two-Minute Drill 4000,5,15,3,1
6001,Ball Security 4001,3,10,9,2
6002,Blitz Pickup 4002,2,12,8,1
6003,Goal Line 4003,2,8,8,7
6004,DB Footwork 4004,4,8,1,3
6005,Run Fits 4005,1,20,10,2
6006,Special Teams Lane 4006,4,15,3,7
6007,Coverage Shells 4007,5,10,5,1
6008,Coverage Shells 4008,3,12,2,2
6009,Red Zone Passing 4009,1,15,5,6
6010,Goal Line 4010,5,10,8,6
6011,Coverage Shells 4011,4,12,5,5
6012,Goal Line 4012,5,12,6,3
6013,OL Zone Steps 4013,4,15,1,1
6014,Ball Security 4014,2,12,5,6
6015,Pass Rush Moves 4015,1,8,1,6
6016,Blitz Pickup 4016,4,20,2,4
6017,Two-Minute Drill 4017,5,10,1,4
6018,Ball Security 4018,5,18,3,5
6019,Red Zone Passing 4019,5,18,4,3
6020,RPO Reads 4020,3,8,1,6
6021,Pass Rush Moves 4021,1,15,9,3
6022,RPO Reads 4022,4,8,10,4
6023,Pass Rush Moves 4023,3,18,6,6
6024,OL Zone Steps 4024,1,8,1,2
6025,RPO Reads 4025,3,20,6,5
6026,Ball Security 4026,2,15,10,4
6027,Two-Minute Drill 4027,5,20,5,3
6028,Goal Line 4028,3,18,9,7
6029,Two-Minute Drill 4029,5,10,6,2
6030,Coverage Shells 4030,1,15,4,5
6031,Coverage Shells 4031,5,15,3,1
6032,Coverage Shells 4032,1,20,3,4
6033,Goal Line 4033,3,15,5,2
6034,OL Zone Steps 4034,4,8,6,7
6035,Tackling Form 4035,3,8,4,6
6036,Screen Defense 4036,5,18,8,4
6037,Special Teams Lane 4037,4,12,4,3
6038,Screen Defense 4038,1,10,9,3
6039,Screen Defense 4039,4,18,3,5
6040,Ball Security 4040,4,20,3,6
6041,Blitz Pickup 4041,4,18,6,6
6042,Run Fits 4042,4,10,3,4
6043,DB Footwork 4043,2,20,7,3
6044,Goal Line 4044,1,8,2,2
6045,Two-Minute Drill 4045,2,8,3,2
6046,Special Teams Lane 4046,1,20,6,5
6047,DB Footwork 4047,1,10,6,1
6048,Ball Security 4048,2,12,6,7
6049,Ball Security 4049,3,20,5,3
6050,Tackling Form 4050,4,10,2,1
6051,Goal Line 4051,2,12,2,3
6052,Tackling Form 4052,4,15,9,3
6053,Tackling Form 4053,5,10,5,4
6054,RPO Reads 4054,4,15,1,6
6055,Run Fits 4055,4,8,6,2
6056,Special Teams Lane 4056,1,15,7,4
6057,Two-Minute Drill 4057,1,10,4,7
6058,Red Zone Passing 4058,2,10,9,7
6059,Coverage Shells 4059,2,8,10,4
6060,Ball Security 4060,3,12,5,3
6061,Red Zone Passing 4061,4,20,5,2
6062,Blitz Pickup 4062,3,15,1,4
6063,Tackling Form 4063,1,15,9,2
6064,DB Footwork 4064,2,12,3,7
6065,OL Zone Steps 4065,2,12,9,4
6066,DB Footwork 4066,5,20,5,4
6067,Ball Security 4067,5,18,3,2
6068,Two-Minute Drill 4068,1,12,2,3
6069,RPO Reads 4069,2,18,6,6
6070,Special Teams Lane 4070,3,18,9,4
6071,Blitz Pickup 4071,3,8,9,2
6072,OL Zone Steps 4072,5,20,10,3
6073,Tackling Form 4073,5,18,1,4
6074,Run Fits 4074,5,20,9,1
6075,Goal Line 4075,2,18,3,4
6076,Goal Line 4076,4,15,7,5
6077,Special Teams Lane 4077,2,8,5,2
6078,DB Footwork 4078,1,20,4,2
6079,Coverage Shells 4079,5,8,9,4
6080,Special Teams Lane 4080,3,18,6,5
6081,RPO Reads 4081,1,12,5,4
6082,DB Footwork 4082,5,8,8,4
6083,Coverage Shells 4083,1,15,7,4
6084,DB Footwork 4084,5,20,1,7
6085,Special Teams Lane 4085,3,15,3,4
6086,DB Footwork 4086,2,10,2,4
6087,Red Zone Passing 4087,4,12,2,2
6088,Run Fits 4088,4,12,2,4
6089,Blitz Pickup 4089,3,12,5,5
6090,Tackling Form 4090,2,18,1,4
6091,Coverage Shells 4091,1,8,2,3
6092,Goal Line 4092,3,18,8,1
6093,Ball Security 4093,1,12,1,4
6094,Two-Minute Drill 4094,1,20,9,6
6095,Screen Defense 4095,4,15,1,6
6096,Tackling Form 4096,3,12,5,4
6097,OL Zone Steps 4097,5,15,5,1
6098,Red Zone Passing 4098,5,18,8,1
6099,Pass Rush Moves 4099,4,8,3,2
6100,Coverage Shells 4100,2,18,7,2
6101,Goal Line 4101,1,20,7,6
6102,DB Footwork 4102,3,12,5,3
6103,Two-Minute Drill 4103,2,15,4,4
6104,Run Fits 4104,2,20,2,7
6105,Pass Rush Moves 4105,5,20,10,4
6106,Goal Line 4106,1,10,6,6
6107,Red Zone Passing 4107,5,8,5,3
6108,Blitz Pickup 4108,5,15,6,4
6109,Special Teams Lane 4109,1,15,3,4
6110,Red Zone Passing 4110,1,15,1,4
6111,Goal Line 4111,3,18,2,1
6112,Coverage Shells 4112,5,12,4,5
6113,OL Zone Steps 4113,2,8,9,4
6114,RPO Reads 4114,4,12,4,2
6115,DB Footwork 4115,2,10,1,7
6116,RPO Reads 4116,2,10,5,7
6117,Two-Minute Drill 4117,4,8,1,4
6118,Goal Line 4118,4,10,10,2
6119,Tackling Form 4119,5,18,1,7
6120,Ball Security 4120,4,18,5,3
6121,Two-Minute Drill 4121,3,10,9,7
6122,Run Fits 4122,2,12,4,2
6123,OL Zone Steps 4123,5,8,3,2
6124,Special Teams Lane 4124,5,8,7,6
6125,DB Footwork 4125,3,10,6,3
6126,Screen Defense 4126,4,15,1,3
6127,Tackling Form 4127,2,20,10,7
6128,Red Zone Passing 4128,4,20,3,4
6129,Red Zone Passing 4129,3,15,3,7
6130,Coverage Shells 4130,1,18,7,4
6131,Screen Defense 4131,2,20,5,3
6132,Pass Rush Moves 4132,5,18,1,6
6133,OL Zone Steps 4133,4,18,1,4
6134,OL Zone Steps 4134,3,12,1,6
6135,Run Fits 4135,3,15,10,4
6136,OL Zone Steps 4136,1,10,7,2
6137,Tackling Form 4137,2,8,9,6
6138,Tackling Form 4138,4,18,9,5
6139,Screen Defense 4139,5,18,3,5
6140,Pass Rush Moves 4140,5,8,1,7
6141,Ball Security 4141,2,8,10,3
6142,Coverage Shells 4142,1,15,10,6
6143,Tackling Form 4143,5,12,9,4
6144,Ball Security 4144,2,10,7,2
6145,Red Zone Passing 4145,3,15,5,3
6146,Goal Line 4146,3,12,9,3
6147,Screen Defense 4147,3,20,9,6
6148,Goal Line 4148,2,10,6,6
6149,Run Fits 4149,4,10,3,6
6150,Coverage Shells 4150,1,12,10,7
6151,Red Zone Passing 4151,1,12,7,2
6152,Blitz Pickup 4152,2,12,2,2
6153,Pass Rush Moves 4153,3,15,7,1
6154,Ball Security 4154,5,12,6,1
6155,RPO Reads 4155,2,18,3,3
6156,OL Zone Steps 4156,1,10,5,6
6157,RPO Reads 4157,4,12,7,3
6158,Special Teams Lane 4158,3,15,3,5
6159,Two-Minute Drill 4159,5,20,10,3
6160,Special Teams Lane 4160,3,15,4,6
6161,RPO Reads 4161,3,15,4,1
6162,RPO Reads 4162,5,12,10,7
6163,RPO Reads 4163,1,15,7,2
6164,Red Zone Passing 4164,3,12,5,7
6165,Special Teams Lane 4165,4,20,7,1
6166,Screen Defense 4166,3,15,5,2
6167,OL Zone Steps 4167,1,10,3,2
6168,Red Zone Passing 4168,2,20,2,6
6169,OL Zone Steps 4169,2,18,9,7
6170,DB Footwork 4170,2,10,1,3
6171,Run Fits 4171,3,8,8,2
6172,Screen Defense 4172,4,10,7,7
6173,Blitz Pickup 4173,4,10,5,3
6174,Screen Defense 4174,5,20,9,4
6175,OL Zone Steps 4175,1,8,6,4
6176,Goal Line 4176,3,20,4,4
6177,Coverage Shells 4177,4,18,6,4
6178,Ball Security 4178,4,12,3,1
6179,RPO Reads 4179,2,10,6,1
6180,Pass Rush Moves 4180,3,12,3,1
6181,OL Zone Steps 4181,2,8,10,2
6182,Screen Defense 4182,2,10,8,5
6183,Ball Security 4183,4,15,9,3
6184,Pass Rush Moves 4184,5,15,5,5
6185,OL Zone Steps 4185,3,15,4,5
6186,Tackling Form 4186,5,18,5,4
6187,Two-Minute Drill 4187,2,18,6,2
6188,Run Fits 4188,5,20,4,3
6189,OL Zone Steps 4189,2,10,6,6
6190,Blitz Pickup 4190,4,10,6,7
6191,RPO Reads 4191,4,18,5,2
6192,RPO Reads 4192,3,20,6,4
6193,RPO Reads 4193,3,18,3,2
6194,Ball Security 4194,5,18,9,1
6195,OL Zone Steps 4195,2,20,7,2
6196,DB Footwork 4196,1,8,7,2
6197,Coverage Shells 4197,3,15,10,4
6198,RPO Reads 4198,2,8,8,4
6199,Ball Security 4199,3,18,1,7
6200,Coverage Shells 4200,3,18,6,3
6201,Run Fits 4201,1,10,1,3
6202,RPO Reads 4202,1,12,6,3
6203,Screen Defense 4203,5,18,4,6
6204,Goal Line 4204,5,15,3,5
6205,Two-Minute Drill 4205,3,12,2,6
6206,Goal Line 4206,5,12,10,6
6207,Run Fits 4207,4,20,1,5
6208,Screen Defense 4208,4,15,3,6
6209,Tackling Form 4209,3,8,3,1
6210,Tackling Form 4210,4,12,5,1
6211,RPO Reads 4211,5,12,9,2
6212,Pass Rush Moves 4212,4,12,6,3
6213,Ball Security 4213,1,15,2,6
6214,Screen Defense 4214,3,15,7,3
6215,Two-Minute Drill 4215,4,20,9,3
6216,Tackling Form 4216,2,12,8,1
6217,RPO Reads 4217,5,20,8,1
6218,Goal Line 4218,1,20,4,7
6219,OL Zone Steps 4219,4,12,10,7
6220,OL Zone Steps 4220,2,8,9,6
6221,Screen Defense 4221,2,15,6,7
6222,Red Zone Passing 4222,2,20,1,5
6223,Two-Minute Drill 4223,1,12,6,4
6224,Coverage Shells 4224,4,8,1,7
6225,DB Footwork 4225,3,20,6,2
6226,RPO Reads 4226,3,18,6,6
6227,OL Zone Steps 4227,1,20,9,7
6228,Red Zone Passing 4228,1,15,5,2
6229,Blitz Pickup 4229,5,12,9,5
6230,Blitz Pickup 4230,2,10,7,4
6231,Tackling Form 4231,3,10,2,4
6232,Coverage Shells 4232,2,15,10,3
6233,Pass Rush Moves 4233,3,10,5,4
6234,Coverage Shells 4234,2,12,1,1
6235,Screen Defense 4235,2,20,7,5
6236,Ball Security 4236,3,8,9,5
6237,Blitz Pickup 4237,5,20,7,3
6238,Blitz Pickup 4238,1,8,8,7
6239,Blitz Pickup 4239,4,8,4,1
6240,Red Zone Passing 4240,2,20,7,1
6241,DB Footwork 4241,4,15,3,4
6242,Tackling Form 4242,5,15,2,4
6243,Blitz Pickup 4243,3,8,2,7
6244,Run Fits 4244,3,18,2,1
6245,Red Zone Passing 4245,4,10,4,1
6246,Coverage Shells 4246,3,8,1,5
6247,Tackling Form 4247,5,15,4,3
6248,OL Zone Steps 4248,1,10,6,1
6249,Tackling Form 4249,3,10,10,7
6250,Ball Security 4250,4,20,4,5
6251,Coverage Shells 4251,4,20,1,6
6252,Red Zone Passing 4252,5,8,2,7
6253,OL Zone Steps 4253,4,18,9,2
6254,Blitz Pickup 4254,4,15,2,4
6255,Ball Security 4255,3,8,8,7
6256,DB Footwork 4256,2,15,1,3
6257,Coverage Shells 4257,3,18,7,2
6258,Special Teams Lane 4258,4,10,4,5
6259,Pass Rush Moves 4259,5,8,8,1
6260,DB Footwork 4260,4,18,7,6
6261,Two-Minute Drill 4261,2,12,6,1
6262,Tackling Form 4262,3,8,2,7
6263,RPO Reads 4263,2,8,9,6
6264,Screen Defense 4264,2,12,9,6
6265,Coverage Shells 4265,4,20,8,6
6266,Ball Security 4266,5,12,1,6
6267,Screen Defense 4267,5,15,2,7
6268,Goal Line 4268,1,10,5,7
6269,DB Footwork 4269,3,18,3,4
6270,Red Zone Passing 4270,1,10,7,4
6271,Red Zone Passing 4271,1,20,4,2
6272,Run Fits 4272,5,10,2,5
6273,Red Zone Passing 4273,3,20,2,3
6274,Special Teams Lane 4274,2,10,7,2
6275,OL Zone Steps 4275,4,18,5,3
6276,Red Zone Passing 4276,3,15,1,2
6277,Coverage Shells 4277,1,8,1,2
6278,Blitz Pickup 4278,1,20,6,3
6279,RPO Reads 4279,4,10,4,2
6280,Special Teams Lane 4280,4,18,6,2
6281,Ball Security 4281,2,18,1,4
6282,Run Fits 4282,1,10,9,6
6283,DB Footwork 4283,4,18,10,4
6284,Special Teams Lane 4284,5,15,5,3
6285,Pass Rush Moves 4285,1,15,5,4
6286,OL Zone Steps 4286,5,20,10,4
6287,Ball Security 4287,5,15,7,3
6288,Blitz Pickup 4288,5,8,7,5
6289,DB Footwork 4289,4,18,4,5
6290,Tackling Form 4290,2,10,1,2
6291,RPO Reads 4291,3,8,9,1
6292,OL Zone Steps 4292,5,18,7,2
6293,Blitz Pickup 4293,3,10,1,2
6294,Screen Defense 4294,4,12,1,2
6295,Goal Line 4295,1,12,10,3
6296,OL Zone Steps 4296,5,8,10,4
6297,Screen Defense 4297,3,8,7,4
6298,Coverage Shells 4298,4,8,6,7
6299,Pass Rush Moves 4299,3,8,10,7
6300,Pass Rush Moves 4300,5,8,3,4
6301,DB Footwork 4301,3,15,10,4
6302,Blitz Pickup 4302,4,12,9,5
6303,Run Fits 4303,2,10,10,2
6304,Red Zone Passing 4304,3,10,4,2
6305,Ball Security 4305,5,20,1,6
6306,Two-Minute Drill 4306,4,10,8,1
6307,Ball Security 4307,1,10,5,5
6308,RPO Reads 4308,4,12,3,6
6309,Run Fits 4309,5,15,7,6
6310,Ball Security 4310,2,12,2,4
6311,Ball Security 4311,2,18,1,7
6312,Special Teams Lane 4312,3,15,10,3
6313,Blitz Pickup 4313,1,18,1,1
6314,DB Footwork 4314,4,20,3,4
6315,Tackling Form 4315,3,20,1,3
6316,Ball Security 4316,2,18,6,4
6317,Two-Minute Drill 4317,4,20,4,1
6318,DB Footwork 4318,2,12,1,4
6319,Tackling Form 4319,3,15,3,1
6320,Special Teams Lane 4320,4,12,6,6
6321,Run Fits 4321,5,20,8,3
6322,DB Footwork 4322,3,15,1,7
6323,Special Teams Lane 4323,4,18,10,4
6324,Tackling Form 4324,2,10,8,7
6325,Ball Security 4325,5,20,7,1
6326,Run Fits 4326,3,18,1,3
6327,Ball Security 4327,4,18,2,7
6328,RPO Reads 4328,5,10,3,7
6329,Run Fits 4329,3,18,5,6
6330,DB Footwork 4330,4,18,8,3
6331,Two-Minute Drill 4331,3,18,5,5
6332,RPO Reads 4332,3,8,9,1
6333,Pass Rush Moves 4333,1,10,2,7
6334,Screen Defense 4334,4,10,2,5
6335,Two-Minute Drill 4335,3,12,4,6
6336,Screen Defense 4336,4,10,2,3
6337,Tackling Form 4337,2,10,10,5
6338,Special Teams Lane 4338,4,8,2,5
6339,Pass Rush Moves 4339,4,20,2,1
6340,Run Fits 4340,4,15,5,1
6341,Tackling Form 4341,3,12,5,1
6342,Coverage Shells 4342,4,8,4,6
6343,Blitz Pickup 4343,4,18,9,4
6344,Ball Security 4344,5,10,5,7
6345,Screen Defense 4345,1,15,9,6
6346,Ball Security 4346,4,20,7,5
6347,Two-Minute Drill 4347,5,10,6,3
6348,DB Footwork 4348,4,20,4,5
6349,OL Zone Steps 4349,3,8,9,3
6350,Coverage Shells 4350,1,20,3,5
6351,RPO Reads 4351,3,15,8,7
6352,Run Fits 4352,2,10,8,7
6353,RPO Reads 4353,1,12,2,5
6354,DB Footwork 4354,4,8,4,1
6355,Ball Security 4355,5,15,6,1
6356,Run Fits 4356,4,18,7,7
6357,Blitz Pickup 4357,1,10,4,2
6358,DB Footwork 4358,1,8,6,4
6359,Blitz Pickup 4359,5,20,7,1
6360,DB Footwork 4360,2,18,8,3
6361,Screen Defense 4361,1,15,8,1
6362,Special Teams Lane 4362,3,12,8,5
6363,Ball Security 4363,3,10,4,7
6364,Special Teams Lane 4364,5,18,4,3
6365,Ball Security 4365,5,10,4,4
6366,Screen Defense 4366,3,12,2,1
6367,Tackling Form 4367,4,15,1,6
6368,Special Teams Lane 4368,3,20,8,7
6369,Coverage Shells 4369,2,15,7,4
6370,Red Zone Passing 4370,3,15,2,6
6371,RPO Reads 4371,5,15,5,2
6372,Tackling Form 4372,2,10,1,3
6373,Coverage Shells 4373,2,8,2,4
6374,Tackling Form 4374,4,18,5,1
6375,Red Zone Passing 4375,3,10,5,3
6376,Tackling Form 4376,1,15,2,6
6377,Screen Defense 4377,4,15,10,7
6378,Pass Rush Moves 4378,2,18,10,5
6379,Run Fits 4379,1,10,8,1
6380,Special Teams Lane 4380,5,18,2,1
6381,Red Zone Passing 4381,2,18,2,3
6382,Two-Minute Drill 4382,5,12,10,2
6383,Ball Security 4383,3,10,10,3
6384,Coverage Shells 4384,5,8,10,6
6385,Tackling Form 4385,4,10,3,7
6386,Blitz Pickup 4386,1,10,8,2
6387,OL Zone Steps 4387,2,18,10,3
6388,Pass Rush Moves 4388,2,20,2,5
6389,Two-Minute Drill 4389,1,10,7,3
6390,Goal Line 4390,2,15,9,3
6391,Run Fits 4391,5,10,7,5
6392,Tackling Form 4392,1,15,6,6
6393,Run Fits 4393,2,10,7,5
6394,Ball Security 4394,2,15,7,2
6395,Coverage Shells 4395,5,15,5,1
6396,Red Zone Passing 4396,3,15,10,7
6397,Screen Defense 4397,4,12,5,5
6398,Red Zone Passing 4398,3,20,10,6
6399,Red Zone Passing 4399,3,20,3,2
6400,RPO Reads 4400,5,12,5,7
6401,Goal Line 4401,1,20,1,4
6402,DB Footwork 4402,5,12,6,4
6403,Goal Line 4403,4,20,2,7
6404,RPO Reads 4404,4,18,10,3
6405,Goal Line 4405,4,15,3,1
6406,OL Zone Steps 4406,4,20,4,4
6407,OL Zone Steps 4407,4,18,3,4
6408,RPO Reads 4408,4,8,5,1
6409,Run Fits 4409,2,15,6,5
6410,DB Footwork 4410,3,18,7,4
6411,OL Zone Steps 4411,2,10,8,2
6412,Ball Security 4412,4,8,9,6
6413,RPO Reads 4413,2,10,1,2
6414,DB Footwork 4414,2,12,8,3
6415,Tackling Form 4415,5,20,4,6
6416,OL Zone Steps 4416,5,20,6,6
6417,Blitz Pickup 4417,3,15,10,7
6418,Goal Line 4418,4,15,10,4
6419,Goal Line 4419,5,8,8,5
6420,Goal Line 4420,4,18,5,4
6421,Screen Defense 4421,4,15,6,7
6422,Two-Minute Drill 4422,2,15,8,7
6423,Coverage Shells 4423,5,8,10,7
6424,Tackling Form 4424,2,10,5,1
6425,Goal Line 4425,5,18,6,2
6426,Tackling Form 4426,3,8,2,4
6427,Two-Minute Drill 4427,4,20,1,6
6428,Coverage Shells 4428,2,10,7,3
6429,Two-Minute Drill 4429,5,15,3,3
6430,Red Zone Passing 4430,2,15,10,4
6431,Screen Defense 4431,1,18,10,6
6432,OL Zone Steps 4432,1,8,7,1
6433,Special Teams Lane 4433,1,15,9,3
6434,Coverage Shells 4434,3,18,8,1
6435,Goal Line 4435,3,15,5,3
6436,Ball Security 4436,1,18,10,3
6437,Coverage Shells 4437,2,15,8,2
6438,Goal Line 4438,5,10,7,5
6439,Tackling Form 4439,5,8,1,2
6440,Goal Line 4440,4,12,6,1
6441,Coverage Shells 4441,3,8,4,2
6442,Special Teams Lane 4442,2,12,5,6
6443,Special Teams Lane 4443,2,15,3,5
6444,RPO Reads 4444,3,8,1,6
6445,Goal Line 4445,1,15,7,1
6446,Red Zone Passing 4446,4,18,6,3
6447,Ball Security 4447,5,8,9,7
6448,Coverage Shells 4448,2,10,2,2
6449,Run Fits 4449,4,8,5,2
6450,Ball Security 4450,5,10,1,4
6451,RPO Reads 4451,5,10,2,1
6452,Coverage Shells 4452,3,12,5,3
6453,Pass Rush Moves 4453,3,20,6,1
6454,Goal Line 4454,1,20,6,1
6455,Two-Minute Drill 4455,5,12,2,3
6456,Red Zone Passing 4456,1,15,10,6
6457,Run Fits 4457,2,15,2,4
6458,Tackling Form 4458,5,10,4,6
6459,Blitz Pickup 4459,5,18,1,5
6460,Pass Rush Moves 4460,3,18,1,6
6461,Coverage Shells 4461,5,20,5,4
6462,Ball Security 4462,1,8,4,4
6463,Two-Minute Drill 4463,5,18,10,3
6464,Coverage Shells 4464,2,20,3,4
6465,Run Fits 4465,4,18,5,2
6466,Two-Minute Drill 4466,3,8,9,1
6467,Coverage Shells 4467,1,18,6,7
6468,Screen Defense 4468,3,20,10,4
6469,DB Footwork 4469,5,20,9,3
6470,Coverage Shells 4470,5,15,1,3
6471,Run Fits 4471,3,20,10,4
6472,OL Zone Steps 4472,4,18,4,5
6473,Ball Security 4473,5,20,2,2
6474,Two-Minute Drill 4474,5,8,4,6
6475,Special Teams Lane 4475,1,15,1,1
6476,Pass Rush Moves 4476,5,20,2,6
6477,Special Teams Lane 4477,4,10,4,4
6478,OL Zone Steps 4478,4,10,10,2
6479,Screen Defense 4479,1,20,10,6
6480,Coverage Shells 4480,2,12,6,6
6481,DB Footwork 4481,1,10,4,7
6482,Tackling Form 4482,1,15,10,5
6483,Screen Defense 4483,1,12,10,1
6484,DB Footwork 4484,3,12,5,2
6485,Pass Rush Moves 4485,5,15,9,1
6486,Two-Minute Drill 4486,3,10,2,5
6487,Goal Line 4487,3,18,6,1
6488,Goal Line 4488,5,15,5,4
6489,Tackling Form 4489,5,10,1,7
6490,Two-Minute Drill 4490,2,20,3,7
6491,RPO Reads 4491,4,12,9,5
6492,Screen Defense 4492,4,10,10,2
6493,Run Fits 4493,2,12,5,6
6494,Screen Defense 4494,4,15,1,4
6495,Pass Rush Moves 4495,3,8,3,7
6496,Special Teams Lane 4496,3,20,3,2
6497,Red Zone Passing 4497,1,10,6,5
6498,Screen Defense 4498,4,10,1,2
6499,RPO Reads 4499,2,18,5,2
6500,Screen Defense 4500,2,15,6,3
6501,Goal Line 4501,5,8,5,2
6502,Red Zone Passing 4502,3,10,1,4
6503,Tackling Form 4503,1,18,4,5
6504,Red Zone Passing 4504,3,8,1,6
6505,Special Teams Lane 4505,5,18,10,1
6506,RPO Reads 4506,3,20,9,4
6507,Special Teams Lane 4507,4,12,5,4
